reviewer,docID,citation,year,link,mine_type,metals,country,region,location,mine,latitude,longitude,impactID,mitigationID,affected_system,affected_component,affected_factor,impact description,comment,stage_prospecting,stage_exploration,stage_construction,stage_operation,stage_expansion,stage_decommissioning_closure,stage_postclosure,stage_remediation,stage_abandonment,stage_comment,focus,contaminant,est_significance,impact_direction,impact_info_source,mitigation,mitigation_description,mitigation_info_source
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C16,E6M5,5-Societies,5B-Economic,5B-Traditional livelihoods,Potential increase of time and resources required for caribou hunting activities.,,,,NS,Y,NS,NS,NS,,NS,,"Local community, wildlife",NA,Low,Negative,"Page 170, 176",Yes,"Provide initial and regular information and explanations about the exclusion areas to the professional fishermen and hunters through their organization, KNAPK, as well as to recreational hunters through public media, meetings, pamphlets, etc. Coordinate with local authorities for reinforcing the information campaigns when licenses are renewed, etc.",Page 177
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C16,E6M6,5-Societies,5B-Economic,5B-Traditional livelihoods,Potential increase of time and resources required for caribou hunting activities.,,,,NS,Y,NS,NS,NS,,NS,,"Local community, wildlife",NA,Low,Negative,"Page 170, 176",Yes,"During construction and operation, make formal agreements with local fishermen and hunters for the provision of fish and meat for the camps, directly or through the catering/canteen service.",Page 177
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C16,E6M7,5-Societies,5B-Economic,5B-Traditional livelihoods,Potential increase of time and resources required for caribou hunting activities.,,,,NS,Y,NS,NS,NS,,NS,,"Local community, wildlife",NA,Low,Negative,"Page 170, 176",Yes,"Promote consumption and sales of locally produced food, handicrafts and seal skin products among international staff, providers and consultants.",Page 177
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C16,E6M8,5-Societies,5B-Economic,5B-Traditional livelihoods,Potential increase of time and resources required for caribou hunting activities.,,,,NS,Y,NS,NS,NS,,NS,,"Local community, wildlife",NA,Low,Negative,"Page 170, 176",Yes,Continue the presence of representatives of KNAPK in the consultation committee of the project.,Page 177
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C16,E6M9,5-Societies,5B-Economic,5B-Traditional livelihoods,Potential increase of time and resources required for caribou hunting activities.,,,,NS,Y,NS,NS,NS,,NS,,"Local community, wildlife",NA,Low,Negative,"Page 170, 176",Yes,"As seal hunting is commonly a secondary activity of fishing, the amount of caught seals declared during the study may indicate that fishing activities with small boats is an activity more widespread and significant than originally expected. It is therefore recommended to perform a quantitative study and mapping of professional and recreational fishing in the waters along the Akia/Nordlandet area.",Page 177
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C16,E6M10,5-Societies,5B-Economic,5B-Traditional livelihoods,Potential increase of time and resources required for caribou hunting activities.,,,,NS,Y,NS,NS,NS,,NS,,"Local community, wildlife",NA,Low,Negative,"Page 170, 176",Yes,Annually cross check monitoring environmental information with impacts on performance and hunting/fishing areas for both professionals and recreational hunters.,Page 177
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C17,E6M1,5-Societies,5E-Health/wellbeing,5E-Education,Increased specific capacity for working in the extractive industry for local workers.,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,High,Positive,"Page 170, 178",Yes,"Undertake an assessment of training needs and base on this and the detailed job description, prepare a job training program for the required job categories",Page 178
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C17,E6M2,5-Societies,5E-Health/wellbeing,5E-Education,Increased specific capacity for working in the extractive industry for local workers.,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,High,Positive,"Page 170, 178",Yes,"Actively promote training in English language, for both potential workers as well as for improving the communication skills of local workers, for example offering courses to be taken during their weeks off or after work hours on the site.",Page 178
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C17,E6M3,5-Societies,5E-Health/wellbeing,5E-Education,Increased specific capacity for working in the extractive industry for local workers.,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,High,Positive,"Page 170, 178",Yes,Involve the School of Minerals and Petroleum in the training and recruitment program.,Page 178
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C17,E6M4,5-Societies,5E-Health/wellbeing,5E-Education,Increased specific capacity for working in the extractive industry for local workers.,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,High,Positive,"Page 170, 178",Yes,"Discuss with the School of Minerals and Petroleum and ARTEK the possibility of adapting the curricula of the basic training courses and the development advanced courses in order to match the needs of ISUA project and other highly mechanised mining operations, and thereby improve employment prospects of new graduates.",Page 178
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C17,E6M5,5-Societies,5E-Health/wellbeing,5E-Education,Increased specific capacity for working in the extractive industry for local workers.,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,High,Positive,"Page 170, 178",Yes,"Discuss with the School of Minerals and Petroleum and ARTEK, INULI and Navigational School the possibility of allocating a number of job positions as apprenticeship positions for advanced students.",Page 178
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C17,E6M6,5-Societies,5E-Health/wellbeing,5E-Education,Increased specific capacity for working in the extractive industry for local workers.,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,High,Positive,"Page 170, 178",Yes,"Development of an on the job-training program for staff on specific duties, safety, etc.",Page 178
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C17,E6M7,5-Societies,5E-Health/wellbeing,5E-Education,Increased specific capacity for working in the extractive industry for local workers.,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,High,Positive,"Page 170, 178",Yes,"Dedicated, locally based Greenlandic speaking Human Resources Manager to develop and follow up on recruitment, training and career development of the staff.",Page 178
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C17,E6M8,5-Societies,5E-Health/wellbeing,5E-Education,Increased specific capacity for working in the extractive industry for local workers.,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,High,Positive,"Page 170, 178",Yes,"Regular evaluation of progress on the training programs and performance of apprentices and local and international staff, in order to continuously optimize the internal training programs and provide feedback to educational institutions.",Page 178
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C17,E6M9,5-Societies,5E-Health/wellbeing,5E-Education,Increased specific capacity for working in the extractive industry for local workers.,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,High,Positive,"Page 170, 178",Yes,Early development of a reinsertion program for workers after mine closure,Page 178
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C18,E6M1,5-Societies,5E-Health/wellbeing,5E-Education,"Increased motivation and interest towards careers related to the mining industry and upgrading of language, administrative and technical qualifications",,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,High,Positive,"Page 170, 178",Yes,"Undertake an assessment of training needs and base on this and the detailed job description, prepare a job training program for the required job categories",Page 178
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C18,E6M2,5-Societies,5E-Health/wellbeing,5E-Education,"Increased motivation and interest towards careers related to the mining industry and upgrading of language, administrative and technical qualifications",,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,High,Positive,"Page 170, 178",Yes,"Actively promote training in English language, for both potential workers as well as for improving the communication skills of local workers, for example offering courses to be taken during their weeks off or after work hours on the site.",Page 178
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C18,E6M3,5-Societies,5E-Health/wellbeing,5E-Education,"Increased motivation and interest towards careers related to the mining industry and upgrading of language, administrative and technical qualifications",,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,High,Positive,"Page 170, 178",Yes,Involve the School of Minerals and Petroleum in the training and recruitment program.,Page 178
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C18,E6M4,5-Societies,5E-Health/wellbeing,5E-Education,"Increased motivation and interest towards careers related to the mining industry and upgrading of language, administrative and technical qualifications",,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,High,Positive,"Page 170, 178",Yes,"Discuss with the School of Minerals and Petroleum and ARTEK the possibility of adapting the curricula of the basic training courses and the development advanced courses in order to match the needs of ISUA project and other highly mechanised mining operations, and thereby improve employment prospects of new graduates.",Page 178
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C18,E6M5,5-Societies,5E-Health/wellbeing,5E-Education,"Increased motivation and interest towards careers related to the mining industry and upgrading of language, administrative and technical qualifications",,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,High,Positive,"Page 170, 178",Yes,"Discuss with the School of Minerals and Petroleum and ARTEK, INULI and Navigational School the possibility of allocating a number of job positions as apprenticeship positions for advanced students.",Page 178
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C18,E6M6,5-Societies,5E-Health/wellbeing,5E-Education,"Increased motivation and interest towards careers related to the mining industry and upgrading of language, administrative and technical qualifications",,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,High,Positive,"Page 170, 178",Yes,"Development of an on the job-training program for staff on specific duties, safety, etc.",Page 178
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C18,E6M7,5-Societies,5E-Health/wellbeing,5E-Education,"Increased motivation and interest towards careers related to the mining industry and upgrading of language, administrative and technical qualifications",,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,High,Positive,"Page 170, 178",Yes,"Dedicated, locally based Greenlandic speaking Human Resources Manager to develop and follow up on recruitment, training and career development of the staff.",Page 178
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C18,E6M8,5-Societies,5E-Health/wellbeing,5E-Education,"Increased motivation and interest towards careers related to the mining industry and upgrading of language, administrative and technical qualifications",,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,High,Positive,"Page 170, 178",Yes,"Regular evaluation of progress on the training programs and performance of apprentices and local and international staff, in order to continuously optimize the internal training programs and provide feedback to educational institutions.",Page 178
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C18,E6M9,5-Societies,5E-Health/wellbeing,5E-Education,"Increased motivation and interest towards careers related to the mining industry and upgrading of language, administrative and technical qualifications",,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,High,Positive,"Page 170, 178",Yes,Early development of a reinsertion program for workers after mine closure,Page 178
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C19,E6M1,5-Societies,5B-Economic,5B-Other,Increased administrative focus on relevant training and local employment opportunities in the mining sector,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,High,Positive,"Page 170, 178",Yes,"Undertake an assessment of training needs and base on this and the detailed job description, prepare a job training program for the required job categories",Page 178
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C19,E6M2,5-Societies,5B-Economic,5B-Other,Increased administrative focus on relevant training and local employment opportunities in the mining sector,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,High,Positive,"Page 170, 178",Yes,"Actively promote training in English language, for both potential workers as well as for improving the communication skills of local workers, for example offering courses to be taken during their weeks off or after work hours on the site.",Page 178
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C19,E6M3,5-Societies,5B-Economic,5B-Other,Increased administrative focus on relevant training and local employment opportunities in the mining sector,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,High,Positive,"Page 170, 178",Yes,Involve the School of Minerals and Petroleum in the training and recruitment program.,Page 178
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C19,E6M4,5-Societies,5B-Economic,5B-Other,Increased administrative focus on relevant training and local employment opportunities in the mining sector,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,High,Positive,"Page 170, 178",Yes,"Discuss with the School of Minerals and Petroleum and ARTEK the possibility of adapting the curricula of the basic training courses and the development advanced courses in order to match the needs of ISUA project and other highly mechanised mining operations, and thereby improve employment prospects of new graduates.",Page 178
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C19,E6M5,5-Societies,5B-Economic,5B-Other,Increased administrative focus on relevant training and local employment opportunities in the mining sector,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,High,Positive,"Page 170, 178",Yes,"Discuss with the School of Minerals and Petroleum and ARTEK, INULI and Navigational School the possibility of allocating a number of job positions as apprenticeship positions for advanced students.",Page 178
JJT/BM,E6,NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,2013,https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf,Open pit,Iron,Greenland,Nuuk ,150 km NW of Nuuk ,ISUA Iron Ore,65.50312849,-50.33983198,E6C19,E6M6,5-Societies,5B-Economic,5B-Other,Increased administrative focus on relevant training and local employment opportunities in the mining sector,,,,NS,Y,NS,NS,NS,,NS,,Local community,NA,High,Positive,"Page 170, 178",Yes,"Development of an on the job-training program for staff on specific duties, safety, etc.",Page 178
